Country,Year,MortalityRate_per_100k
AZE,2016,78.083
CAN,2012,5.385
PAN,2010,17.402
EMR,2010,18.373
MWI,2013,13.435
POL,2017,5.776
TKM,2017,91.887
NOR,2011,1.011
AUS,2013,9.64
KHM,2017,4.274
TCD,2014,0.201
TLS,2014,5.42
LBR,2011,25.738
LUX,2011,0.926
HUN,2018,37.466
LBY,2017,9.601
JOR,2015,4.078
BWA,2018,6.538
MDG,2014,6.413
HND,2018,0.684
UGA,2017,23.513
SLB,2016,8.678
AFG,2011,83.66
LVA,2018,40.912
KEN,2016,12.474
HRV,2011,36.517
SAU,2011,66.09
SYC,2016,1.394
COG,2015,70.362
AFR,2012,15.914
AFR,2019,65.981
AUT,2015,2.038
CUB,2011,4.154
LVA,2011,0.558
BOL,2015,9.953
GTM,2010,6.977
VUT,2012,4.761
GAB,2012,1.379
MKD,2016,1.679
IDN,2015,8.422
WPR,2014,7.063
NIC,2019,5.104
PHL,2010,29.738
CHL,2018,11.462
ARE,2015,3.123
CHE,2010,1.912
MAR,2012,57.405
CRI,2012,3.272
SYC,2018,9.169
LVA,2014,9.636
BIH,2013,1.508
ZAF,2010,16.549
MDA,2016,11.398
BLR,2015,89.012
MDA,2019,4.551
UKR,2015,12.502
UKR,2018,0.775
SUR,2012,0.859
NPL,2012,79.134
ALB,2012,2.49
GNB,2015,0.192
VUT,2016,13.336
ECU,2011,1.646
UZB,2018,80.827
TKM,2014,1.339
BFA,2014,0.206
COL,2017,25.785
TON,2011,0.658
NIC,2019,0.593
BGR,2013,2.619
IND,2014,93.599
QAT,2010,2.921
CMR,2016,40.57
HTI,2019,1.747
HRV,2011,6.088
WSM,2013,21.416
MYS,2014,3.226
ISL,2019,8.157
EGY,2011,60.464
BHS,2011,0.11
EGY,2012,12.452
SWZ,2019,35.192
SRB,2016,4.479
LCA,2011,2.018
NOR,2016,5.279
GLOBAL,2015,1.484
BGD,2017,2.716
BOL,2016,16.717
BLZ,2017,11.631
NZL,2017,0.517
NZL,2011,0.712
EUR,2018,1.905
ZWE,2018,25.175
PAN,2014,3.05
MWI,2012,0.098
MKD,2017,1.19
USA,2014,1.704
TGO,2017,3.741
LSO,2014,121.445
COG,2014,18.318
TTO,2017,0.267
HTI,2014,15.882
BHS,2013,0.832
CAN,2016,0.899
GIN,2014,53.598
GBR,2010,11.835
CHL,2017,1.829
SWE,2010,10.891
MAR,2014,0.178
CIV,2016,3.287
MWI,2010,15.349
SVK,2012,28.231
ATG,2014,0.114
CRI,2012,1.951
BGR,2014,55.39
GUY,2016,13.082
KHM,2016,7.508
BOL,2017,10.112
FJI,2014,50.345
GRC,2013,21.031
NIC,2011,23.63
KWT,2010,51.942
JOR,2011,9.552
BFA,2012,35.343
AMR,2012,26.714
IRN,2015,55.689
AFG,2012,38.398
MDA,2019,2.031
LKA,2018,29.562
CYP,2016,2.495
WPR,2016,87.837
CAN,2010,0.562
CYP,2010,16.907
BIH,2010,1.927
DJI,2014,24.027
TGO,2017,96.786
GMB,2012,4.382
BHR,2017,5.685
BHR,2012,8.941
MDA,2013,2.084
KGZ,2015,2.885
AUS,2013,0.863
IRN,2017,9.323
ISR,2015,2.035
CPV,2018,11.533
SEN,2012,22.235
GNB,2015,8.804
MRT,2011,18.044
MUS,2016,2.564
KWT,2014,1.362
CRI,2013,16.86
MDA,2012,1.131
ZAF,2010,13.969
LBY,2013,36.143
BWA,2019,29.853
BGR,2018,2.105
CHE,2018,9.157
MUS,2013,3.289
SAU,2012,13.079
EGY,2011,74.768
ISL,2013,0.526
CHE,2017,1.366
TJK,2019,14.523
TLS,2011,13.526
NZL,2012,0.708
SEAR,2019,19.778
JPN,2017,1.686
ARM,2019,63.261
GIN,2016,4.736
SVK,2011,59.935
KAZ,2010,20.415
SWE,2014,0.338
GBR,2010,2.84
FRA,2018,7.824
ISL,2016,0.7
GRC,2013,12.862
ISR,2017,20.965
MNE,2018,1.536
MLT,2016,0.625
COD,2013,38.382
KAZ,2019,17.37
NZL,2010,13.631
KWT,2017,10.755
HND,2010,3.807
EMR,2016,17.938
SDN,2018,14.093
UZB,2010,2.943
MYS,2019,2.224
JAM,2013,22.228
ZAF,2011,1.786
CPV,2016,11.058
CPV,2010,1.508
RUS,2019,10.093
PAN,2012,3.215
TUN,2014,3.339
GNQ,2019,14.162
MDA,2016,4.803
MOZ,2017,0.101
BRN,2013,0.946
ISL,2012,0.599
MYS,2013,20.678
GMB,2016,93.946
AUT,2016,2.156
ERI,2015,19.111
EMR,2019,60.606
SVK,2015,1.512
IRL,2011,2.52
BRB,2015,20.253
VUT,2013,28.331
LTU,2017,29.456
LUX,2013,2.229
MDA,2017,10.32
GBR,2016,1.597
SOM,2015,52.215
UGA,2014,20.258
USA,2018,12.75
HTI,2011,28.291
NIC,2010,0.418
ARE,2012,5.992
GAB,2014,16.812
NER,2017,21.518
MOZ,2017,30.017
CHE,2014,0.645
SDN,2016,2.241
SGP,2016,1.133
MLI,2019,69.379
QAT,2018,77.042
PHL,2017,87.356
LBR,2019,2.861
LBN,2016,80.02
SAU,2013,23.579
VNM,2019,1.008
MKD,2017,32.153
IRN,2011,3.069
CYP,2010,12.309
SOM,2017,66.12
AZE,2010,1.697
MEX,2019,4.369
TJK,2011,2.161
NAM,2013,0.295
SUR,2017,1.055
SSD,2010,4.374
SEAR,2011,14.38
WPR,2017,14.495
DJI,2011,53.794
IRN,2011,52.615
ITA,2010,4.34
SYR,2010,60.596
SSD,2015,17.714
PRK,2014,32.512
AZE,2013,132.567
FIN,2014,0.411
HRV,2015,40.288
SLB,2014,0.399
CHN,2013,6.361
ERI,2010,0.376
VNM,2011,3.292
BLR,2011,71.198
DEU,2014,0.756
ERI,2017,21.111
ZAF,2011,48.064
JAM,2014,8.116
AFR,2017,68.466
GBR,2014,2.473
BGR,2015,1.823
GUY,2017,1.426
AMR,2013,3.994
UZB,2015,21.807
MDA,2018,62.49
GEO,2011,27.411
WPR,2010,14.91
LAO,2010,76.382
OMN,2018,99.358
DOM,2016,39.487
LCA,2011,10.29
BEN,2019,18.984
SSD,2011,10.735
ETH,2011,15.844
ERI,2014,24.72
ETH,2011,21.287
CZE,2014,27.982
QAT,2012,81.382
QAT,2011,8.968
SEAR,2018,41.112
CAN,2010,0.501
DEU,2019,1.615
MWI,2016,4.959
ISR,2010,3.649
GTM,2018,6.185
KAZ,2014,3.14
ETH,2015,11.632
BRB,2010,10.819
FIN,2013,0.125
FIN,2015,0.292
PRT,2018,4.261
SRB,2017,12.934
COL,2018,12.084
PRT,2013,0.861
LKA,2015,18.819
AMR,2010,1.434
GBR,2015,2.704
GLOBAL,2012,10.534
AMR,2011,4.697
DZA,2016,3.974
BLZ,2014,9.484
HUN,2016,1.342
LUX,2019,15.757
SVK,2012,1.01
BHS,2013,0.116
FRA,2018,1.57
MYS,2018,10.425
LBY,2017,2.536
AZE,2010,3.421
EGY,2016,13.313
SLB,2015,8.992
MKD,2015,1.227
CUB,2016,2.897
ZAF,2012,57.113
PRK,2015,7.937
HTI,2013,1.825
PAN,2019,1.839
SRB,2016,38.123
PAK,2017,10.263
JOR,2013,1.985
TUN,2016,46.293
ALB,2010,4.371
SSD,2014,16.81
LVA,2019,38.17
SEN,2018,66.855
VNM,2013,24.536
MNG,2015,3.84
SWE,2019,0.6
BHR,2019,10.35
GHA,2013,100.61
FRA,2019,10.034
NLD,2011,2.831
BGR,2010,23.877
SWZ,2014,10.977
HRV,2018,2.851
BRB,2013,17.532
CUB,2019,36.944
NIC,2011,39.662
COD,2018,8.189
CAF,2013,34.683
MOZ,2019,17.924
ISL,2010,13.312
AFR,2015,62.031
LBR,2011,15.964
HTI,2017,15.965
PRY,2015,3.053
GIN,2012,34.527
ETH,2013,11.759
GEO,2012,4.234
GUY,2014,12.688
NOR,2013,1.604
GLOBAL,2015,12.415
FRA,2015,1.317
IRN,2011,1.118
BRB,2011,9.301
CZE,2014,2.052
LKA,2015,39.261
MYS,2019,28.803
FIN,2014,7.632
KGZ,2019,13.293
SVK,2014,2.464
COL,2012,2.597
SSD,2013,9.264
PNG,2019,8.824
EGY,2010,3.778
VEN,2012,23.831
BDI,2017,18.042
CRI,2012,3.624
EMR,2013,54.141
TUR,2014,4.511
PRY,2016,14.78
GNB,2010,37.237
ZWE,2011,3.544
ZWE,2014,27.8
SGP,2011,4.177
BRN,2019,11.124
LBN,2011,82.269
AFG,2019,2.316
PAN,2018,21.89
GEO,2010,3.924
FJI,2011,0.151
LUX,2011,22.64
BDI,2011,73.762
KIR,2015,13.523
GTM,2019,46.032
CMR,2018,4.584
SRB,2011,2.599
LBY,2011,9.127
GLOBAL,2012,13.326
COG,2010,33.318
CRI,2012,0.796
CAN,2015,1.063
BRA,2011,5.035
FIN,2014,0.084
GLOBAL,2011,2.89
SVK,2013,35.253
MAR,2010,0.166
KAZ,2016,4.686
NLD,2012,24.207
KEN,2012,0.126
GLOBAL,2013,4.772
ISR,2014,2.255
MLT,2014,2.688
LSO,2013,11.948
MOZ,2012,0.091
PRY,2010,13.512
FRA,2017,7.756
IDN,2011,53.329
ZMB,2014,3.331
URY,2018,6.257
ZMB,2014,72.061
MLI,2018,20.081
GRD,2017,0.61
KAZ,2016,45.443
JPN,2013,6.744
OMN,2013,11.509
PRK,2016,101.639
KIR,2017,4.845
THA,2012,8.916
TKM,2013,6.299
MEX,2012,14.704
HRV,2012,22.953
CRI,2010,13.342
ISL,2018,0.698
RUS,2016,1.762
DEU,2012,2.54
MKD,2014,26.6
ROU,2011,36.554
KWT,2010,28.867
POL,2011,3.281
NOR,2013,9.358
MDA,2018,46.415
BLR,2011,0.795
NPL,2010,2.545
BHR,2018,68.396
DNK,2013,1.86
DEU,2011,18.68
CHL,2015,6.559
CMR,2015,0.453
SOM,2018,0.261
SEAR,2018,14.188
AFR,2013,0.266
SLE,2015,35.704
ERI,2013,3.645
AFR,2016,29.218
PAN,2011,0.352
COD,2011,25.163
CMR,2016,0.591
PRY,2012,1.431
USA,2012,12.297
CHL,2017,1.954
GNQ,2019,59.237
FRA,2014,1.551
VNM,2012,12.318
SEN,2014,21.967
EMR,2012,17.947
NGA,2018,0.284
AMR,2018,19.347
AGO,2016,4.151
UZB,2017,83.506
HUN,2010,3.351
COL,2015,3.032
BHR,2015,3.61
SWE,2012,1.66
URY,2012,2.101
LUX,2014,1.875
KEN,2010,41.877
HRV,2019,40.825
NPL,2010,2.394
AGO,2015,0.279
MDA,2016,9.818
ETH,2013,15.448
SVN,2010,2.734
TJK,2015,35.097
LSO,2014,17.551
MNG,2014,4.272
BRN,2015,12.121
NOR,2019,0.421
BGD,2017,23.26
IRQ,2016,4.441
EUR,2014,3.082
KHM,2015,1.231
BHS,2011,0.035
MKD,2012,38.008
GMB,2012,19.741
ESP,2015,1.276
BDI,2015,26.333
EUR,2017,1.31
EUR,2010,24.087
BOL,2016,59.769
GMB,2010,35.749
SYR,2018,66.298
THA,2010,7.785
BEN,2012,20.608
ROU,2016,14.416
MYS,2013,17.625
IDN,2018,48.855
PAK,2018,112.882
COL,2012,3.191
SDN,2013,48.658
POL,2018,34.369
AUT,2017,2.095
SVK,2013,39.827
COL,2018,3.354
EMR,2012,83.123
COG,2014,31.663
GAB,2019,15.116
PRY,2012,6.444
TUN,2014,10.863
NLD,2018,1.812
SEN,2017,0.411
TUN,2012,47.04
GUY,2010,4.912
VCT,2011,29.212
HRV,2014,31.03
BLR,2014,2.431
WPR,2012,6.133
ITA,2016,0.711
LAO,2018,21.041
POL,2011,76.488
EGY,2016,77.894
DZA,2018,3.465
DEU,2011,1.437
LTU,2018,0.358
FJI,2019,27.669
PNG,2011,8.236
FSM,2013,31.589
QAT,2019,2.268
CPV,2019,2.018
AMR,2016,20.401
NAM,2013,17.589
GUY,2011,12.571
SUR,2012,40.089
EGY,2015,98.156
TON,2014,3.258
MDG,2017,18.811
GRC,2014,33.563
KEN,2013,0.172
GBR,2017,1.71
CUB,2010,26.865
SGP,2017,1.89
USA,2015,0.927
UKR,2018,0.55
PAN,2011,16.598
MMR,2013,1.569
KHM,2015,18.451
MNE,2014,27.928
PRY,2014,10.627
POL,2018,6.743
TON,2019,1.911
URY,2014,25.175
TZA,2014,10.441
MLT,2012,27.14
LBY,2013,48.144
HRV,2017,1.485
ITA,2010,15.038
ARM,2010,5.366
NLD,2017,2.198
VUT,2018,0.062
VCT,2017,1.946
MMR,2014,20.987
AMR,2019,3.005
SWE,2017,0.297
SRB,2017,13.861
THA,2010,32.169
CIV,2013,126.028
JPN,2012,3.118
AGO,2011,0.257
SWZ,2017,17.751
SVN,2015,1.835
KIR,2018,4.64
TGO,2014,3.825
SYR,2017,11.58
CYP,2013,0.803
FSM,2012,3.477
MKD,2010,76.297
MEX,2010,4.132
MKD,2016,28.07
SEN,2016,72.558
BHR,2012,64.46
DNK,2010,2.966
BOL,2018,20.35
GAB,2011,62.543
EST,2019,0.187
AMR,2011,4.007
TUN,2013,2.333
SYR,2016,3.944
DNK,2016,1.645
NZL,2010,14.08
TUN,2015,3.574
HND,2017,0.714
BRN,2015,19.961
POL,2011,2.612
BWA,2012,64.264
STP,2011,27.174
JOR,2015,39.32
SEAR,2013,2.548
CAF,2017,29.455
BHS,2014,0.411
SLV,2014,0.566
KIR,2018,35.464
CHE,2013,1.24
NIC,2012,7.375
KIR,2018,1.002
MDA,2019,35.625
ATG,2013,0.776
CAF,2018,0.279
MDA,2012,4.922
MWI,2014,11.652
BTN,2015,7.22
BGD,2016,22.867
SVK,2010,7.328
ALB,2014,1.847
CRI,2015,14.861
TZA,2010,48.111
ITA,2016,1.649
SVN,2012,4.669
NAM,2019,17.501
MAR,2019,2.625
ATG,2017,0.906
LSO,2017,0.313
GTM,2014,20.288
DZA,2013,2.386
SAU,2010,13.56
GEO,2011,4.026
KAZ,2019,53.326
ATG,2017,0.474
URY,2015,2.061
EUR,2018,2.832
TJK,2018,147.181
TUN,2015,30.543
ZMB,2018,12.028
BOL,2014,17.253
POL,2016,2.018
COD,2015,17.869
BLR,2012,12.415
EUR,2015,1.786
CMR,2015,7.132
UGA,2015,15.312
VCT,2012,0.374
PRT,2019,0.503
ISR,2010,1.187
ZAF,2018,9.834
COG,2012,23.462
NER,2019,0.1
FRA,2012,0.617
TGO,2019,92.359
GNB,2019,0.422
BDI,2017,73.661
UGA,2018,0.678
DOM,2017,0.414
WSM,2017,2.222
ARM,2018,7.865
BIH,2016,1.585
BLR,2012,0.314
IRQ,2015,101.841
ITA,2014,17.21
WPR,2016,19.81
GAB,2010,62.836
AUS,2011,0.514
BIH,2010,33.756
JPN,2011,24.025
COG,2012,21.442
HRV,2013,0.691
RWA,2012,26.026
CRI,2013,20.857
BTN,2017,6.697
CAF,2013,131.427
GMB,2018,18.721
BDI,2019,4.437
GEO,2012,2.228
NAM,2014,62.484
BIH,2017,51.362
VEN,2018,34.103
GHA,2016,0.353
CRI,2017,14.39
GMB,2014,1.092
LVA,2010,1.67
BEL,2015,2.748
AGO,2019,0.519
VUT,2019,5.03
NIC,2016,6.557
KHM,2017,48.75
CAN,2014,12.999
CZE,2012,6.258
ISL,2014,7.852
FRA,2013,0.593
CHL,2012,23.103
MDG,2012,64.443
MNG,2018,3.377
UZB,2016,1.49
BDI,2019,0.341
KWT,2014,1.972
NER,2012,0.096
GNB,2017,97.76
MEX,2015,32.117
GUY,2018,32.011
FSM,2019,66.228
LBR,2015,64.46
THA,2019,37.821
RWA,2015,6.348
STP,2014,12.856
KOR,2017,7.529
LSO,2013,27.526
BTN,2013,7.947
TCD,2016,108.365
NZL,2013,15.59
SAU,2015,110.072
TZA,2018,10.131
COM,2015,17.393
GBR,2011,1.455
ECU,2018,5.113
MDG,2017,17.337
PAN,2010,11.168
TKM,2010,25.319
BRN,2011,21.472
SVN,2014,0.752
BIH,2017,4.773
SGP,2012,34.95
MAR,2010,41.108
TJK,2010,7.931
JPN,2019,1.813
GIN,2015,21.614
CRI,2018,1.808
SAU,2010,5.899
FJI,2012,1.801
AZE,2014,5.217
IRN,2018,1.823
NZL,2018,0.657
TJK,2018,95.83
PRY,2014,14.208
BHR,2015,2.566
DEU,2011,1.835
BRA,2012,38.297
BHR,2012,7.328
IND,2018,12.252
LKA,2014,3.917
ZMB,2011,16.018
KOR,2013,1.475
SGP,2011,16.258
SLV,2018,14.857
CMR,2014,0.701
MEX,2011,3.105
JPN,2014,4.896
GTM,2012,3.104
GNB,2010,0.279
GLOBAL,2017,11.735
CHN,2016,18.17
ATG,2015,5.021
JPN,2015,20.125
PHL,2013,1.579
BGR,2012,2.724
SWE,2015,0.348
ZWE,2010,11.27
MLI,2013,71.176
KEN,2010,10.133
NIC,2017,3.825
MLI,2013,0.238
ITA,2016,2.61
SRB,2015,52.602
SWE,2017,0.601
GEO,2014,56.361
TLS,2013,16.194
WSM,2018,21.66
FSM,2016,4.752
QAT,2017,5.264
COL,2019,2.956
JPN,2010,5.401
MWI,2019,14.653
LVA,2019,2.506
LKA,2019,28.113
IRL,2013,11.243
DNK,2015,5.228
TTO,2014,0.311
TUR,2012,4.714
EMR,2011,2.209
LUX,2017,1.833
KHM,2016,16.862
MRT,2015,25.966
SLE,2014,0.559
EUR,2018,1.699
CMR,2019,28.168
TJK,2016,1.3
DJI,2010,0.246
COL,2018,3.262
ARE,2015,7.004
UKR,2013,81.286
WPR,2014,5.665
MNG,2017,39.777
VUT,2013,11.018
GMB,2013,35.956
CAN,2013,0.974
SWE,2018,0.281
HTI,2016,0.298
WSM,2011,2.473
TCD,2013,4.597
MMR,2015,8.789
STP,2011,86.263
HND,2013,8.892
BEN,2016,0.14
ETH,2010,26.171
SWZ,2011,31.434
SWZ,2015,50.646
MDA,2016,81.749
HTI,2015,29.688
MNE,2019,21.178
CHL,2013,1.528
SOM,2015,18.885
ESP,2012,1.037
USA,2019,7.308
VCT,2013,18.402
IRQ,2013,68.321
JPN,2019,5.438
DOM,2015,5.061
USA,2011,0.851
BRN,2016,0.855
MDV,2014,27.218
GRD,2019,0.607
NAM,2014,9.466
TKM,2013,2.332
PHL,2016,17.591
KAZ,2010,3.229
CZE,2014,2.065
PNG,2014,30.34
ETH,2014,11.532
UKR,2011,12.09
KOR,2016,4.879
PRY,2011,31.565
SOM,2011,16.781
ALB,2018,3.433
UZB,2014,0.78
AZE,2010,73.769
URY,2012,1.814
BEL,2011,1.909
LBR,2018,58.736
NGA,2014,18.646
ALB,2010,1.144
MEX,2012,22.109
HUN,2014,7.115
OMN,2015,85.441
LCA,2018,2.622
MOZ,2011,21.943
KHM,2016,52.471
SWZ,2016,19.792
AUS,2015,0.408
HTI,2013,15.212
NIC,2015,6.547
ZAF,2017,17.0
MDG,2014,0.083
NOR,2018,6.719
LBY,2018,1.722
KOR,2016,5.095
ISR,2011,3.275
EST,2014,0.522
ISR,2010,25.875
KWT,2017,8.676
BHS,2015,0.781
CHN,2014,107.139
AUT,2017,2.042
IRN,2011,4.205
SSD,2014,9.77
EUR,2019,6.776
BTN,2017,6.603
GHA,2012,0.328
OMN,2014,4.628
SLE,2010,0.337
NLD,2012,2.553
MLI,2019,7.939
KGZ,2010,70.385
AZE,2019,3.47
MLT,2019,2.144
OMN,2012,20.216
KWT,2018,0.704
AZE,2014,112.178
SLV,2015,4.401
PNG,2017,31.723
LCA,2016,5.631
PRY,2015,13.37
NZL,2011,0.676
PNG,2011,28.841
PAN,2016,12.747
TZA,2012,43.984
TCD,2015,0.293
DOM,2018,0.48
WPR,2018,60.893
BLR,2019,101.021
ARM,2018,3.914
HTI,2016,2.684
GIN,2019,108.42
WSM,2013,2.785
SSD,2012,2.893
ARM,2012,10.883
IDN,2012,63.002
OMN,2010,19.177
CHL,2015,3.745
TKM,2016,3.705
GTM,2014,0.529
MEX,2010,0.762
POL,2019,3.024
TON,2014,22.45
AFR,2011,65.637
CPV,2016,12.727
MEX,2010,39.337
BWA,2010,89.855
URY,2018,1.667
CHL,2013,18.127
CIV,2018,0.679
NZL,2013,0.699
KIR,2011,67.911
TTO,2013,16.352
SYC,2017,0.6
URY,2014,1.158
CHN,2017,3.792
IND,2019,13.781
GUY,2012,26.801
CPV,2013,23.961
IRN,2017,29.803
MLT,2017,16.533
SDN,2019,47.176
MOZ,2013,100.137
VCT,2016,23.597
LBR,2017,21.344
PAK,2018,64.334
KIR,2017,22.398
BRN,2010,1.454
TTO,2017,3.799
ISL,2018,6.944
MEX,2011,1.094
ARG,2012,23.537
TON,2013,2.099
CHL,2018,19.19
ROU,2012,3.651
ARM,2013,9.619
ISR,2019,2.361
CMR,2019,32.883
GNQ,2016,64.268
UGA,2012,15.591
KAZ,2014,5.41
BLZ,2011,3.591
AUS,2018,6.686
SRB,2014,1.762
EMR,2015,45.508
PRT,2019,0.997
BGD,2013,8.754
NLD,2018,2.027
BRA,2015,1.874
ISR,2011,25.489
SGP,2017,15.281
JOR,2011,3.478
DEU,2016,18.433
CPV,2011,7.472
MAR,2017,43.769
GRC,2010,28.994
JOR,2012,42.714
GTM,2012,0.549
NPL,2015,34.605
ISL,2017,0.771
HUN,2018,1.64
MYS,2012,19.122
MMR,2013,13.562
ARM,2014,79.353
PAK,2013,19.875
CPV,2015,23.437
SGP,2012,20.1
VUT,2015,0.06
URY,2018,11.856
ZAF,2017,6.969
LBN,2011,3.595
NOR,2014,1.362
ZMB,2015,13.314
THA,2015,21.704
PRT,2017,2.92
GBR,2014,1.605
DJI,2014,22.132
BGD,2011,28.691
CAN,2010,0.983
BOL,2016,23.189
BFA,2014,0.762
CYP,2019,0.816
SGP,2015,19.802
TZA,2017,36.831
USA,2012,1.18
BLR,2017,54.845
PER,2011,13.475
CYP,2013,14.716
MKD,2017,4.129
KAZ,2017,5.142
NPL,2018,8.588
UZB,2019,1.303
LBN,2013,1.493
TCD,2012,35.144
PRT,2017,1.528
SRB,2013,14.493
RUS,2012,3.518
BWA,2018,58.202
MDV,2010,1.455
ESP,2011,2.768
EST,2013,22.554
BFA,2010,29.236
TGO,2012,22.358
FSM,2011,4.372
ZAF,2013,7.115
NPL,2011,2.518
CHL,2019,10.84
ARE,2015,5.789
POL,2016,39.857
MWI,2017,1.745
MYS,2019,20.284
FSM,2014,0.416
VCT,2013,29.268
AUS,2014,1.247
TON,2012,22.091
SVK,2017,52.29
TCD,2017,0.293
IRL,2011,1.955
JPN,2012,5.304
IRN,2015,3.127
ZWE,2015,10.564
HRV,2016,22.144
ARM,2015,10.347
GMB,2010,42.331
LCA,2015,3.485
PAN,2017,1.655
MKD,2012,8.649
SDN,2014,7.068
NAM,2011,4.186
KAZ,2011,1.103
LAO,2011,1.859
GNB,2010,22.93
BDI,2017,28.172
KEN,2012,34.086
MLT,2016,14.406
IDN,2010,30.148
DJI,2012,0.304
DOM,2013,4.947
FSM,2014,2.674
NAM,2019,59.362
VNM,2012,79.751
ISL,2013,11.151
LAO,2019,18.182
BEN,2019,24.009
ARG,2015,3.447
COM,2012,0.013
MEX,2012,3.603
STP,2017,32.002
IND,2011,18.379
TCD,2017,108.111
QAT,2015,83.602
SUR,2010,16.759
LBN,2011,4.43
PAK,2018,2.519
PRY,2019,1.204
LCA,2015,2.886
COD,2017,17.176
SGP,2019,1.073
FRA,2018,1.082
BOL,2019,0.65
CHN,2011,28.858
GBR,2018,1.299
ISR,2012,1.717
SGP,2016,0.842
ARG,2018,17.536
SWE,2016,7.045
SEN,2012,26.573
TGO,2018,34.105
SWE,2017,8.495
KIR,2017,29.225
SVN,2015,24.61
CZE,2016,28.068
TUN,2010,4.652
KOR,2014,5.559
TCD,2018,4.485
IRQ,2012,59.388
BGD,2011,24.155
ARM,2013,60.371
NGA,2019,84.118
KIR,2018,1.648
YEM,2010,0.714
ISL,2017,0.534
KWT,2016,9.55
FJI,2014,1.823
DOM,2012,0.933
LBR,2019,61.0
IRL,2019,10.109
GRC,2015,28.011
ALB,2012,17.937
JAM,2012,22.711
PAN,2013,16.052
MLT,2012,3.276
RWA,2012,77.934
CHN,2012,11.389
SOM,2019,17.922
POL,2011,3.732
HRV,2014,38.954
PHL,2013,70.957
ZAF,2016,4.66
TKM,2011,103.375
ECU,2010,4.746
CPV,2010,10.966
CAF,2014,6.742
MNE,2016,2.131
SEAR,2012,1.642
PRK,2013,11.255
SAU,2019,10.567
BHR,2012,2.702
SWZ,2010,69.264
UZB,2019,2.073
COL,2013,27.37
GLOBAL,2011,35.915
SEN,2010,24.407
DZA,2010,0.256
USA,2011,1.557
SWZ,2015,2.85
DZA,2011,36.993
NLD,2016,2.321
UGA,2014,5.448
JPN,2019,0.717
SGP,2011,2.673
PNG,2015,8.303
MOZ,2017,24.576
TGO,2013,29.77
ATG,2018,11.847
CZE,2018,29.255
VCT,2014,16.851
QAT,2011,1.819
ATG,2012,1.106
KHM,2014,16.407
NOR,2018,3.814
KIR,2012,0.98
TKM,2014,4.027
KOR,2013,1.149
GNQ,2011,0.753
FIN,2016,0.165
ECU,2011,7.169
EGY,2018,7.386
URY,2014,9.931
POL,2017,38.497
SVK,2017,32.951
GRC,2016,4.776
BLR,2014,11.996
ATG,2011,0.31
PAK,2013,44.134
MNE,2014,27.979
SEAR,2013,35.039
MUS,2016,22.851
SLV,2013,0.906
BIH,2018,18.085
SAU,2015,88.252
GTM,2012,18.81
SLE,2015,104.273
LAO,2014,19.453
NPL,2017,24.373
SYR,2019,2.497
JOR,2010,20.401
ISR,2017,1.769
ARE,2013,27.756
LVA,2011,79.537
THA,2016,1.601
ARG,2018,9.516
CRI,2017,13.635
AFR,2019,14.452
SEN,2014,74.913
ARG,2010,1.226
USA,2018,0.696
SGP,2015,7.199
BLR,2016,8.285
NPL,2014,10.008
BFA,2015,0.823
NAM,2016,0.168
UZB,2014,142.73
GNQ,2016,5.712
UKR,2019,8.934
KIR,2017,1.006
COL,2014,13.494
AUT,2016,1.339
RUS,2012,55.111
CHE,2010,2.274
LKA,2012,3.904
SRB,2017,3.526
BRA,2015,0.731
MDG,2015,14.865
MLI,2011,75.866
TGO,2012,6.155
SUR,2011,12.172
BRB,2018,17.478
MEX,2011,31.882
IRN,2019,3.743
JOR,2011,0.638
STP,2013,7.384
SUR,2018,13.268
SWE,2010,1.025
MKD,2014,4.227
MKD,2010,25.388
MDA,2017,9.226
COG,2013,4.878
GLOBAL,2011,10.33
ITA,2017,12.864
MYS,2010,11.819
TUR,2016,2.766
PAK,2019,10.597
AFG,2012,89.56
SLE,2017,0.236
HTI,2015,1.943
BLZ,2018,4.074
BLZ,2018,13.677
GRD,2012,19.296
SEN,2018,22.252
SDN,2014,2.242
LVA,2014,2.693
SLV,2011,43.207
MRT,2018,65.943
URY,2016,10.379
ATG,2019,1.24
JOR,2015,3.126
GRC,2010,2.887
ECU,2015,1.639
PAN,2014,4.848
AFG,2019,18.092
ZAF,2015,7.088
IRN,2014,0.694
KWT,2016,8.603
ZMB,2013,5.326
VCT,2014,0.386
CHN,2018,15.534
KWT,2016,57.066
KWT,2013,24.939
COM,2012,17.417
COD,2010,18.463
BHR,2010,59.387
NAM,2012,11.465
DEU,2011,29.596
SEAR,2013,23.902
AZE,2011,3.846
IND,2010,93.238
URY,2014,17.956
RUS,2015,8.443
ZMB,2016,23.471
SLB,2016,11.972
EMR,2016,2.167
PER,2017,23.945
GRD,2012,3.272
DZA,2018,53.406
CIV,2016,19.58
GIN,2017,29.498
TTO,2015,1.306
ISL,2013,0.821
IDN,2016,5.736
BFA,2015,31.048
IND,2018,12.372
MDA,2016,47.317
QAT,2014,111.203
ATG,2013,1.274
AZE,2015,111.49
THA,2011,4.888
LBY,2017,1.862
ETH,2015,43.228
POL,2015,4.312
SOM,2013,88.043
GNQ,2017,19.2
NGA,2010,0.26
CAN,2010,15.256
MDV,2017,5.63
PNG,2010,7.113
ITA,2011,1.242
KGZ,2013,67.322
IND,2016,12.164
